timestamp,vazao_L_min,pulsos,dc_temp_%,dc_cooler_%
2026-03-15 19:26:21,9.33,14,0,100
2026-03-15 19:26:21,8.67,13,0,100
2026-03-15 19:26:21,9.33,14,0,100
2026-03-15 19:26:22,9.33,14,0,100
2026-03-15 19:26:22,9.33,14,0,100
2026-03-15 19:26:22,8.67,13,0,100
2026-03-15 19:26:22,9.33,14,0,100
2026-03-15 19:26:22,9.33,14,0,100
2026-03-15 19:26:23,9.33,14,0,100
2026-03-15 19:26:23,9.33,14,0,100
2026-03-15 19:26:23,9.33,14,0,100
2026-03-15 19:26:23,9.33,14,0,100
2026-03-15 19:26:23,9.33,14,0,100
2026-03-15 19:26:24,9.33,14,0,100
2026-03-15 19:26:24,9.33,14,0,100
2026-03-15 19:26:24,9.33,14,0,100
2026-03-15 19:26:24,9.33,14,0,100
2026-03-15 19:26:24,9.33,14,0,100
2026-03-15 19:26:25,9.33,14,0,100
2026-03-15 19:26:25,9.33,14,0,100
2026-03-15 19:26:25,9.33,14,0,100
2026-03-15 19:26:25,9.33,14,0,100
2026-03-15 19:26:25,10.0,15,0,100
2026-03-15 19:26:26,9.33,14,0,100
2026-03-15 19:26:26,9.33,14,0,100
2026-03-15 19:26:26,9.33,14,0,100
2026-03-15 19:26:26,9.33,14,0,100
2026-03-15 19:26:26,8.67,13,0,100
2026-03-15 19:26:27,9.33,14,0,100
2026-03-15 19:26:27,9.33,14,0,100
2026-03-15 19:26:27,9.33,14,0,100
2026-03-15 19:26:27,9.33,14,0,100
2026-03-15 19:26:27,9.33,14,0,100
2026-03-15 19:26:28,9.33,14,0,100
2026-03-15 19:26:28,9.33,14,0,100
2026-03-15 19:26:28,10.0,15,0,100
2026-03-15 19:26:28,9.33,14,0,100
2026-03-15 19:26:28,9.33,14,0,100
2026-03-15 19:26:29,9.33,14,0,100
2026-03-15 19:26:29,9.33,14,0,100
2026-03-15 19:26:29,10.0,15,0,100
2026-03-15 19:26:29,9.33,14,0,100
2026-03-15 19:26:29,9.33,14,0,100
2026-03-15 19:26:30,9.33,14,0,100
2026-03-15 19:26:30,9.33,14,0,100
2026-03-15 19:26:30,9.33,14,0,100
2026-03-15 19:26:30,9.33,14,0,100
2026-03-15 19:26:30,9.33,14,0,100
2026-03-15 19:26:31,9.33,14,0,100
2026-03-15 19:26:31,9.33,14,0,100
2026-03-15 19:26:31,9.33,14,0,100
2026-03-15 19:26:31,9.33,14,0,100
2026-03-15 19:26:31,9.33,14,0,100
2026-03-15 19:26:32,9.33,14,0,100
2026-03-15 19:26:32,9.33,14,0,100
2026-03-15 19:26:32,9.33,14,0,100
2026-03-15 19:26:32,9.33,14,0,100
2026-03-15 19:26:32,9.33,14,0,100
2026-03-15 19:26:33,9.33,14,0,100
2026-03-15 19:26:33,9.33,14,0,100
2026-03-15 19:26:33,10.0,15,0,100
2026-03-15 19:26:33,9.33,14,0,100
2026-03-15 19:26:33,9.33,14,0,100
2026-03-15 19:26:34,10.0,15,0,100
2026-03-15 19:26:34,9.33,14,0,100
2026-03-15 19:26:34,10.0,15,0,100
2026-03-15 19:26:34,9.33,14,0,100
2026-03-15 19:26:34,10.0,15,0,100
