timestamp,temperatura_C,vazao_L_min,cooler_%,resistencia
2026-03-04 16:15:53,0.0,16.0,100,OFF
2026-03-04 16:15:53,0.0,17.3333,100,OFF
2026-03-04 16:15:53,0.0,14.0,100,OFF
2026-03-04 16:15:53,0.0,17.3333,100,OFF
2026-03-04 16:15:53,0.0,16.0,100,OFF
2026-03-04 16:15:54,0.0,16.6667,100,OFF
2026-03-04 16:15:54,0.0,15.3333,100,OFF
2026-03-04 16:15:54,0.0,18.6667,100,OFF
2026-03-04 16:15:54,0.0,14.6667,100,OFF
2026-03-04 16:15:54,0.0,18.0,100,OFF
2026-03-04 16:15:55,0.0,14.6667,100,OFF
2026-03-04 16:15:55,0.0,14.6667,100,OFF
2026-03-04 16:15:55,0.0,16.6667,100,OFF
2026-03-04 16:15:55,0.0,15.3333,100,OFF
