timestamp,temperatura_C,vazao_L_min,cooler_%,resistencia
2026-03-04 14:10:32,39.7,0.0,39,36,ON
2026-03-04 14:10:34,39.59,0.0,39,38,ON
2026-03-04 14:10:36,39.7,0.0,39,36,ON
2026-03-04 14:10:38,39.51,0.0,39,39,ON
2026-03-04 14:10:40,39.54,0.0,39,37,ON
2026-03-04 14:10:42,39.67,0.0,39,37,ON
2026-03-04 14:10:44,39.59,0.0,39,38,ON
2026-03-04 14:10:46,39.62,0.0,39,37,ON
2026-03-04 14:10:48,39.51,0.0,39,38,ON
2026-03-04 14:10:50,39.78,0.0,39,35,ON
2026-03-04 14:10:52,39.73,0.0,40,38,ON
2026-03-04 14:10:54,39.67,0.0,40,37,ON
2026-03-04 14:10:56,39.75,0.0,40,37,ON
2026-03-04 14:10:58,39.67,0.0,40,38,ON
2026-03-04 14:11:00,39.7,0.0,40,37,ON
2026-03-04 14:11:02,39.67,0.0,40,37,ON
2026-03-04 14:11:04,39.73,0.0,40,37,ON
2026-03-04 14:11:06,39.73,0.0,40,37,ON
2026-03-04 14:11:08,39.59,0.0,40,38,ON
2026-03-04 14:11:10,39.73,0.0,40,36,ON
2026-03-04 14:11:12,39.67,0.0,40,38,ON
2026-03-04 14:11:14,39.83,0.0,40,35,ON
2026-03-04 14:11:16,39.73,0.0,40,38,ON
2026-03-04 14:11:18,39.75,0.0,40,36,ON
2026-03-04 14:11:20,39.73,0.0,40,37,ON
2026-03-04 14:11:22,39.7,0.0,40,37,ON
2026-03-04 14:11:24,39.73,0.0,40,37,ON
2026-03-04 14:11:26,39.7,0.0,40,37,ON
2026-03-04 14:11:28,39.78,0.0,40,36,ON
2026-03-04 14:11:30,39.65,0.0,40,38,ON
2026-03-04 14:11:32,39.73,0.0,40,36,ON
2026-03-04 14:11:34,39.7,0.0,40,38,ON
2026-03-04 14:11:36,39.7,0.0,40,37,ON
2026-03-04 14:11:38,39.46,0.0,40,39,ON
2026-03-04 14:11:40,39.67,0.0,40,36,ON
2026-03-04 14:11:42,39.81,0.0,40,37,ON
2026-03-04 14:11:44,39.73,0.0,41,37,ON
2026-03-04 14:11:46,39.83,0.0,41,36,ON
2026-03-04 14:11:48,39.67,0.0,41,38,ON
2026-03-04 14:11:50,39.83,0.0,41,35,ON
2026-03-04 14:11:52,39.78,0.0,41,38,ON
2026-03-04 14:11:54,39.75,0.0,41,37,ON
2026-03-04 14:11:56,39.7,0.0,41,38,ON
2026-03-04 14:11:58,39.46,0.0,41,39,ON
2026-03-04 14:12:00,39.7,0.0,41,36,ON
2026-03-04 14:12:02,39.78,0.0,41,37,ON
2026-03-04 14:12:04,39.7,0.0,41,37,ON
2026-03-04 14:12:06,39.78,0.0,41,36,ON
2026-03-04 14:12:08,39.78,0.0,41,37,ON
2026-03-04 14:12:10,39.57,0.0,41,39,ON
2026-03-04 14:12:12,39.75,0.0,41,36,ON
2026-03-04 14:12:14,39.62,0.0,41,39,ON
2026-03-04 14:12:16,39.57,0.0,41,37,ON
2026-03-04 14:12:18,39.67,0.0,41,37,ON
2026-03-04 14:12:20,39.62,0.0,41,38,ON
2026-03-04 14:12:22,39.67,0.0,41,37,ON
2026-03-04 14:12:24,39.73,0.0,41,37,ON
2026-03-04 14:12:26,39.49,0.0,41,39,ON
2026-03-04 14:12:28,39.51,0.0,41,37,ON
2026-03-04 14:12:30,39.62,0.0,41,38,ON
2026-03-04 14:12:32,39.62,0.0,41,38,ON
2026-03-04 14:12:34,39.57,0.0,41,38,ON
2026-03-04 14:12:36,39.49,0.0,41,38,ON
2026-03-04 14:12:38,39.57,0.0,42,37,ON
2026-03-04 14:12:40,39.57,0.0,42,38,ON
2026-03-04 14:12:42,39.51,0.0,42,38,ON
2026-03-04 14:12:44,39.59,0.0,42,37,ON
2026-03-04 14:12:46,39.57,0.0,42,38,ON
2026-03-04 14:12:48,39.57,0.0,42,38,ON
2026-03-04 14:12:50,39.46,0.0,42,39,ON
2026-03-04 14:12:52,39.51,0.0,42,38,ON
2026-03-04 14:12:54,39.57,0.0,42,38,ON
2026-03-04 14:12:56,39.59,0.0,42,38,ON
2026-03-04 14:12:58,39.46,0.0,42,39,ON
2026-03-04 14:13:00,39.54,0.0,42,37,ON
2026-03-04 14:13:02,39.62,0.0,42,38,ON
2026-03-04 14:13:04,39.59,0.0,42,38,ON
2026-03-04 14:13:06,39.49,0.0,42,39,ON
2026-03-04 14:13:08,39.59,0.0,42,37,ON
2026-03-04 14:13:10,39.67,0.0,42,38,ON
2026-03-04 14:13:12,39.59,0.0,42,38,ON
2026-03-04 14:13:14,39.59,0.0,42,38,ON
2026-03-04 14:13:16,39.59,0.0,42,38,ON
2026-03-04 14:13:18,39.49,0.0,42,39,ON
2026-03-04 14:13:20,39.49,0.0,42,38,ON
2026-03-04 14:13:22,39.67,0.0,42,37,ON
2026-03-04 14:13:24,39.57,0.0,42,39,ON
2026-03-04 14:13:26,39.51,0.0,42,38,ON
2026-03-04 14:13:28,39.49,0.0,42,39,ON
2026-03-04 14:13:30,39.59,0.0,43,38,ON
2026-03-04 14:13:32,39.62,0.0,43,38,ON
2026-03-04 14:13:34,39.67,0.0,43,38,ON
2026-03-04 14:13:36,39.49,0.0,43,40,ON
2026-03-04 14:13:38,39.46,0.0,43,38,ON
2026-03-04 14:13:40,39.49,0.0,43,39,ON
2026-03-04 14:13:42,39.57,0.0,43,38,ON
2026-03-04 14:13:44,39.38,0.0,43,40,ON
2026-03-04 14:13:46,39.57,0.0,43,37,ON
2026-03-04 14:13:48,39.57,0.0,43,39,ON
2026-03-04 14:13:50,39.43,0.0,43,39,ON
2026-03-04 14:13:52,39.51,0.0,43,38,ON
2026-03-04 14:13:54,39.59,0.0,43,38,ON
2026-03-04 14:13:56,39.57,0.0,43,39,ON
2026-03-04 14:13:58,39.49,0.0,43,39,ON
2026-03-04 14:14:00,39.51,0.0,43,38,ON
2026-03-04 14:14:02,39.54,0.0,43,39,ON
2026-03-04 14:14:04,39.51,0.0,43,39,ON
2026-03-04 14:14:06,39.49,0.0,43,39,ON
2026-03-04 14:14:08,39.41,0.0,43,39,ON
2026-03-04 14:14:10,39.46,0.0,43,39,ON
2026-03-04 14:14:12,39.36,0.0,43,40,ON
2026-03-04 14:14:14,39.38,0.0,43,39,ON
2026-03-04 14:14:16,39.46,0.0,43,39,ON
2026-03-04 14:14:18,39.41,0.0,43,40,ON
2026-03-04 14:14:20,39.51,0.0,43,38,ON
2026-03-04 14:14:22,39.49,0.0,43,39,ON
2026-03-04 14:14:24,39.51,0.0,44,38,ON
2026-03-04 14:14:26,39.51,0.0,44,39,ON
2026-03-04 14:14:28,39.43,0.0,44,39,ON
2026-03-04 14:14:30,39.51,0.0,44,38,ON
2026-03-04 14:14:32,39.49,0.0,44,39,ON
2026-03-04 14:14:34,39.51,0.0,44,39,ON
2026-03-04 14:14:36,39.57,0.0,44,39,ON
2026-03-04 14:14:38,39.62,0.0,44,38,ON
2026-03-04 14:14:40,39.67,0.0,44,38,ON
2026-03-04 14:14:42,39.59,0.0,44,39,ON
2026-03-04 14:14:44,39.67,0.0,44,38,ON
2026-03-04 14:14:46,39.51,0.0,44,40,ON
2026-03-04 14:14:48,39.62,0.0,44,38,ON
2026-03-04 14:14:50,39.54,0.0,44,40,ON
2026-03-04 14:14:52,39.41,0.0,44,40,ON
2026-03-04 14:14:54,39.43,0.0,44,39,ON
2026-03-04 14:14:56,39.51,0.0,44,39,ON
2026-03-04 14:14:58,39.41,0.0,44,40,ON
2026-03-04 14:15:00,39.46,0.0,44,39,ON
2026-03-04 14:15:02,39.57,0.0,44,39,ON
2026-03-04 14:15:04,39.49,0.0,44,40,ON
2026-03-04 14:15:06,39.49,0.0,44,39,ON
2026-03-04 14:15:08,39.49,0.0,44,39,ON
2026-03-04 14:15:10,39.46,0.0,44,39,ON
2026-03-04 14:15:12,39.51,0.0,44,39,ON
2026-03-04 14:15:14,39.41,0.0,44,40,ON
2026-03-04 14:15:16,39.43,0.0,45,39,ON
2026-03-04 14:15:18,39.54,0.0,45,39,ON
2026-03-04 14:15:20,39.49,0.0,45,40,ON
2026-03-04 14:15:22,39.38,0.0,45,40,ON
2026-03-04 14:15:24,39.49,0.0,45,39,ON
2026-03-04 14:15:26,39.57,0.0,45,39,ON
2026-03-04 14:15:28,39.43,0.0,45,40,ON
2026-03-04 14:15:30,39.46,0.0,45,39,ON
2026-03-04 14:15:32,39.38,0.0,45,40,ON
2026-03-04 14:15:34,39.41,0.0,45,39,ON
2026-03-04 14:15:36,39.43,0.0,45,40,ON
2026-03-04 14:15:38,39.59,0.0,45,38,ON
2026-03-04 14:15:40,39.51,0.0,45,40,ON
2026-03-04 14:15:42,39.41,0.0,45,40,ON
2026-03-04 14:15:44,39.62,0.0,45,38,ON
2026-03-04 14:15:46,39.43,0.0,45,41,ON
2026-03-04 14:15:48,39.57,0.0,45,38,ON
2026-03-04 14:15:50,39.38,0.0,45,41,ON
2026-03-04 14:15:52,39.51,0.0,45,38,ON
2026-03-04 14:15:54,39.54,0.0,45,40,ON
2026-03-04 14:15:56,39.49,0.0,45,40,ON
2026-03-04 14:15:58,39.49,0.0,45,40,ON
2026-03-04 14:16:00,39.51,0.0,45,39,ON
2026-03-04 14:16:02,39.46,0.0,45,40,ON
2026-03-04 14:16:04,39.46,0.0,45,40,ON
2026-03-04 14:16:06,39.57,0.0,45,39,ON
2026-03-04 14:16:08,39.3,0.0,45,42,ON
2026-03-04 14:16:10,39.49,0.0,46,38,ON
2026-03-04 14:16:12,39.43,0.0,46,41,ON
2026-03-04 14:16:14,39.49,0.0,46,39,ON
2026-03-04 14:16:16,39.38,0.0,46,41,ON
2026-03-04 14:16:18,39.38,0.0,46,40,ON
2026-03-04 14:16:20,39.46,0.0,46,40,ON
2026-03-04 14:16:22,39.51,0.0,46,39,ON
2026-03-04 14:16:24,39.51,0.0,46,40,ON
2026-03-04 14:16:26,39.25,0.0,46,42,ON
2026-03-04 14:16:28,39.49,0.0,46,38,ON
2026-03-04 14:16:30,39.59,0.0,46,40,ON
2026-03-04 14:16:32,39.46,0.0,46,40,ON
2026-03-04 14:16:34,39.57,0.0,46,39,ON
2026-03-04 14:16:36,39.54,0.0,46,40,ON
2026-03-04 14:16:38,39.51,0.0,46,40,ON
2026-03-04 14:16:40,39.57,0.0,46,39,ON
2026-03-04 14:16:42,39.46,0.0,46,41,ON
2026-03-04 14:16:44,39.41,0.0,46,40,ON
2026-03-04 14:16:46,39.49,0.0,46,40,ON
2026-03-04 14:16:48,39.46,0.0,46,40,ON
2026-03-04 14:16:50,39.57,0.0,46,39,ON
2026-03-04 14:16:52,39.57,0.0,46,40,ON
2026-03-04 14:16:54,39.43,0.0,46,41,ON
2026-03-04 14:16:56,39.49,0.0,46,40,ON
2026-03-04 14:16:58,39.57,0.0,46,40,ON
2026-03-04 14:17:00,39.43,0.0,46,41,ON
2026-03-04 14:17:02,39.49,0.0,47,39,ON
2026-03-04 14:17:04,39.43,0.0,47,41,ON
2026-03-04 14:17:06,39.46,0.0,47,40,ON
2026-03-04 14:17:08,39.46,0.0,47,40,ON
2026-03-04 14:17:10,39.46,0.0,47,40,ON
2026-03-04 14:17:12,39.57,0.0,47,39,ON
2026-03-04 14:17:14,39.46,0.0,47,41,ON
2026-03-04 14:17:16,39.49,0.0,47,40,ON
2026-03-04 14:17:18,39.43,0.0,47,41,ON
2026-03-04 14:17:20,39.49,0.0,47,40,ON
2026-03-04 14:17:22,39.51,0.0,47,40,ON
2026-03-04 14:17:24,39.51,0.0,47,40,ON
2026-03-04 14:17:26,39.41,0.0,47,41,ON
2026-03-04 14:17:28,39.46,0.0,47,40,ON
2026-03-04 14:17:30,39.41,0.0,47,41,ON
2026-03-04 14:17:32,39.51,0.0,47,39,ON
2026-03-04 14:17:34,39.49,0.0,47,41,ON
2026-03-04 14:17:36,39.33,0.0,47,41,ON
2026-03-04 14:17:38,39.54,0.0,47,39,ON
2026-03-04 14:17:40,39.46,0.0,47,41,ON
2026-03-04 14:17:42,39.51,0.0,47,39,ON
2026-03-04 14:17:44,39.38,0.0,47,42,ON
2026-03-04 14:17:46,39.57,0.0,47,39,ON
2026-03-04 14:17:48,39.49,0.0,47,41,ON
2026-03-04 14:17:50,39.46,0.0,47,40,ON
2026-03-04 14:17:52,39.51,0.0,47,40,ON
2026-03-04 14:17:54,39.38,0.0,47,41,ON
2026-03-04 14:17:56,39.46,0.0,48,40,ON
2026-03-04 14:17:58,39.49,0.0,48,41,ON
2026-03-04 14:18:00,39.57,0.0,48,40,ON
2026-03-04 14:18:02,39.46,0.0,48,41,ON
2026-03-04 14:18:04,39.41,0.0,48,41,ON
2026-03-04 14:18:06,39.36,0.0,48,41,ON
2026-03-04 14:18:08,39.46,0.0,48,40,ON
2026-03-04 14:18:10,39.43,0.0,48,41,ON
2026-03-04 14:18:12,39.43,0.0,48,41,ON
2026-03-04 14:18:14,39.41,0.0,48,41,ON
2026-03-04 14:18:16,39.43,0.0,48,41,ON
2026-03-04 14:18:18,39.36,0.0,48,42,ON
2026-03-04 14:18:20,39.38,0.0,48,41,ON
2026-03-04 14:18:22,39.38,0.0,48,41,ON
2026-03-04 14:18:24,39.38,0.0,48,41,ON
2026-03-04 14:18:26,39.41,0.0,48,41,ON
2026-03-04 14:18:28,39.38,0.0,48,41,ON
2026-03-04 14:18:30,39.46,0.0,48,40,ON
2026-03-04 14:18:32,39.43,0.0,48,41,ON
2026-03-04 14:18:34,39.38,0.0,48,41,ON
2026-03-04 14:18:36,39.43,0.0,48,41,ON
2026-03-04 14:18:38,39.36,0.0,48,42,ON
2026-03-04 14:18:40,39.38,0.0,48,41,ON
2026-03-04 14:18:42,39.25,0.0,48,43,ON
2026-03-04 14:18:44,39.36,0.0,48,40,ON
2026-03-04 14:18:46,39.36,0.0,48,42,ON
2026-03-04 14:18:48,39.36,0.0,49,41,ON
2026-03-04 14:18:50,39.36,0.0,49,41,ON
2026-03-04 14:18:52,39.3,0.0,49,42,ON
2026-03-04 14:18:54,39.38,0.0,49,41,ON
2026-03-04 14:18:56,39.3,0.0,49,42,ON
2026-03-04 14:18:58,39.46,0.0,49,40,ON
2026-03-04 14:19:00,39.17,0.0,49,44,ON
2026-03-04 14:19:02,39.43,0.0,49,39,ON
2026-03-04 14:19:04,39.36,0.0,49,43,ON
2026-03-04 14:19:06,39.3,0.0,49,41,ON
2026-03-04 14:19:08,39.38,0.0,49,41,ON
2026-03-04 14:19:10,39.49,0.0,49,41,ON
2026-03-04 14:19:12,39.25,0.0,49,43,ON
2026-03-04 14:19:14,39.36,0.0,49,40,ON
2026-03-04 14:19:16,39.49,0.0,49,41,ON
2026-03-04 14:19:18,39.36,0.0,49,42,ON
2026-03-04 14:19:20,39.43,0.0,49,41,ON
2026-03-04 14:19:22,39.41,0.0,49,42,ON
2026-03-04 14:19:24,39.57,0.0,49,40,ON
2026-03-04 14:19:26,39.49,0.0,49,42,ON
2026-03-04 14:19:28,39.46,0.0,49,41,ON
2026-03-04 14:19:30,39.38,0.0,49,42,ON
2026-03-04 14:19:32,39.41,0.0,49,41,ON
2026-03-04 14:19:34,39.51,0.0,49,41,ON
2026-03-04 14:19:36,39.3,0.0,49,43,ON
2026-03-04 14:19:38,39.41,0.0,49,41,ON
2026-03-04 14:19:40,39.46,0.0,50,42,ON
2026-03-04 14:19:42,39.57,0.0,50,40,ON
2026-03-04 14:19:44,39.46,0.0,50,42,ON
2026-03-04 14:19:46,39.49,0.0,50,41,ON
2026-03-04 14:19:48,39.43,0.0,50,42,ON
2026-03-04 14:19:50,39.51,0.0,50,41,ON
2026-03-04 14:19:52,39.17,0.0,50,44,ON
2026-03-04 14:19:54,39.28,0.0,50,41,ON
2026-03-04 14:19:56,39.49,0.0,50,41,ON
2026-03-04 14:19:58,39.38,0.0,50,42,ON
2026-03-04 14:20:00,39.43,0.0,50,41,ON
2026-03-04 14:20:02,39.57,0.0,50,41,ON
2026-03-04 14:20:04,39.38,0.0,50,43,ON
2026-03-04 14:20:06,39.3,0.0,50,42,ON
2026-03-04 14:20:08,39.28,0.0,50,43,ON
2026-03-04 14:20:10,39.41,0.0,50,41,ON
2026-03-04 14:20:12,39.41,0.0,50,42,ON
2026-03-04 14:20:14,39.36,0.0,50,42,ON
2026-03-04 14:20:16,39.46,0.0,50,41,ON
2026-03-04 14:20:18,39.28,0.0,50,44,ON
2026-03-04 14:20:20,39.38,0.0,50,41,ON
2026-03-04 14:20:22,39.43,0.0,50,42,ON
2026-03-04 14:20:24,39.41,0.0,50,42,ON
2026-03-04 14:20:26,39.46,0.0,50,42,ON
2026-03-04 14:20:28,39.41,0.0,50,42,ON
2026-03-04 14:20:30,39.33,0.0,50,42,ON
2026-03-04 14:20:32,39.36,0.0,50,42,ON
2026-03-04 14:20:34,39.25,0.0,51,43,ON
2026-03-04 14:20:36,39.41,0.0,51,41,ON
2026-03-04 14:20:38,39.43,0.0,51,42,ON
2026-03-04 14:20:40,39.36,0.0,51,42,ON
2026-03-04 14:20:42,39.38,0.0,51,42,ON
2026-03-04 14:20:44,39.46,0.0,51,42,ON
2026-03-04 14:20:46,39.46,0.0,51,42,ON
2026-03-04 14:20:48,39.38,0.0,51,43,ON
2026-03-04 14:20:50,39.38,0.0,51,42,ON
2026-03-04 14:20:52,39.38,0.0,51,42,ON
2026-03-04 14:20:54,39.22,0.0,51,44,ON
2026-03-04 14:20:56,39.41,0.0,51,41,ON
2026-03-04 14:20:58,39.09,0.0,51,46,ON
2026-03-04 14:21:00,39.36,0.0,51,40,ON
2026-03-04 14:21:02,39.36,0.0,51,44,ON
2026-03-04 14:21:04,39.36,0.0,51,42,ON
2026-03-04 14:21:06,39.3,0.0,51,43,ON
2026-03-04 14:21:08,39.41,0.0,51,42,ON
2026-03-04 14:21:10,39.3,0.0,51,44,ON
2026-03-04 14:21:12,39.3,0.0,51,42,ON
2026-03-04 14:21:14,39.38,0.0,51,42,ON
2026-03-04 14:21:16,39.36,0.0,51,43,ON
2026-03-04 14:21:18,39.36,0.0,51,43,ON
2026-03-04 14:21:20,39.43,0.0,51,42,ON
2026-03-04 14:21:22,39.36,0.0,51,43,ON
2026-03-04 14:21:24,39.36,0.0,51,42,ON
2026-03-04 14:21:26,39.36,0.0,52,43,ON
2026-03-04 14:21:28,39.2,0.0,52,44,ON
2026-03-04 14:21:30,39.38,0.0,52,41,ON
2026-03-04 14:21:32,39.43,0.0,52,43,ON
2026-03-04 14:21:34,39.28,0.0,52,44,ON
2026-03-04 14:21:36,39.41,0.0,52,42,ON
2026-03-04 14:21:38,39.43,0.0,52,43,ON
2026-03-04 14:21:40,39.41,0.0,52,43,ON
2026-03-04 14:21:42,39.3,0.0,52,44,ON
2026-03-04 14:21:44,39.14,0.0,52,44,ON
2026-03-04 14:21:46,39.38,0.0,52,41,ON
2026-03-04 14:21:48,39.25,0.0,52,45,ON
2026-03-04 14:21:50,39.46,0.0,52,41,ON
2026-03-04 14:21:52,39.38,0.0,52,44,ON
2026-03-04 14:21:54,39.38,0.0,52,42,ON
2026-03-04 14:21:56,39.43,0.0,52,43,ON
2026-03-04 14:21:58,39.3,0.0,52,44,ON
2026-03-04 14:22:00,39.25,0.0,52,43,ON
2026-03-04 14:22:02,39.36,0.0,52,43,ON
2026-03-04 14:22:04,39.41,0.0,52,43,ON
2026-03-04 14:22:06,39.3,0.0,52,44,ON
2026-03-04 14:22:08,39.36,0.0,52,43,ON
2026-03-04 14:22:10,39.46,0.0,52,42,ON
2026-03-04 14:22:12,39.41,0.0,52,43,ON
2026-03-04 14:22:14,39.41,0.0,52,43,ON
2026-03-04 14:22:16,39.41,0.0,52,43,ON
2026-03-04 14:22:18,39.3,0.0,52,44,ON
2026-03-04 14:22:20,39.41,0.0,53,42,ON
2026-03-04 14:22:22,39.41,0.0,53,43,ON
2026-03-04 14:22:24,39.41,0.0,53,43,ON
2026-03-04 14:22:26,39.43,0.0,53,43,ON
2026-03-04 14:22:28,39.38,0.0,53,43,ON
2026-03-04 14:22:30,39.36,0.0,53,43,ON
2026-03-04 14:22:32,39.2,0.0,53,45,ON
2026-03-04 14:22:34,39.28,0.0,53,43,ON
2026-03-04 14:22:36,39.43,0.0,53,43,ON
2026-03-04 14:22:38,39.41,0.0,53,43,ON
2026-03-04 14:22:40,39.38,0.0,53,43,ON
2026-03-04 14:22:42,39.3,0.0,53,44,ON
2026-03-04 14:22:44,39.43,0.0,53,42,ON
2026-03-04 14:22:46,39.38,0.0,53,44,ON
2026-03-04 14:22:48,39.51,0.0,53,42,ON
2026-03-04 14:22:50,39.46,0.0,53,44,ON
2026-03-04 14:22:52,39.36,0.0,53,44,ON
2026-03-04 14:22:54,39.22,0.0,53,45,ON
2026-03-04 14:22:56,39.49,0.0,53,41,ON
2026-03-04 14:22:58,39.43,0.0,53,44,ON
2026-03-04 14:23:00,39.36,0.0,53,43,ON
2026-03-04 14:23:02,39.46,0.0,53,43,ON
2026-03-04 14:23:04,39.41,0.0,53,44,ON
2026-03-04 14:23:06,39.38,0.0,53,43,ON
2026-03-04 14:23:08,39.36,0.0,53,44,ON
2026-03-04 14:23:10,39.33,0.0,53,44,ON
2026-03-04 14:23:12,39.3,0.0,54,44,ON
2026-03-04 14:23:14,39.46,0.0,54,42,ON
2026-03-04 14:23:16,39.43,0.0,54,44,ON
2026-03-04 14:23:18,39.38,0.0,54,44,ON
2026-03-04 14:23:20,39.3,0.0,54,44,ON
2026-03-04 14:23:22,39.46,0.0,54,42,ON
2026-03-04 14:23:24,39.38,0.0,54,44,ON
2026-03-04 14:23:26,39.36,0.0,54,43,ON
2026-03-04 14:23:28,39.28,0.0,54,45,ON
2026-03-04 14:23:30,39.49,0.0,54,42,ON
2026-03-04 14:23:32,39.49,0.0,54,44,ON
2026-03-04 14:23:34,39.33,0.0,54,44,ON
2026-03-04 14:23:36,39.49,0.0,54,42,ON
2026-03-04 14:23:38,39.41,0.0,54,44,ON
2026-03-04 14:23:40,39.41,0.0,54,43,ON
2026-03-04 14:23:42,39.49,0.0,54,43,ON
2026-03-04 14:23:44,39.41,0.0,54,44,ON
2026-03-04 14:23:46,39.38,0.0,54,44,ON
2026-03-04 14:23:48,39.38,0.0,54,44,ON
2026-03-04 14:23:50,39.36,0.0,54,44,ON
2026-03-04 14:23:52,39.36,0.0,54,44,ON
2026-03-04 14:23:54,39.38,0.0,54,44,ON
2026-03-04 14:23:56,39.49,0.0,54,43,ON
2026-03-04 14:23:58,39.36,0.0,54,45,ON
2026-03-04 14:24:00,39.33,0.0,54,44,ON
2026-03-04 14:24:02,39.28,0.0,54,45,ON
2026-03-04 14:24:04,39.46,0.0,54,43,ON
2026-03-04 14:24:06,39.36,0.0,55,45,ON
2026-03-04 14:24:08,39.46,0.0,55,43,ON
2026-03-04 14:24:10,39.36,0.0,55,45,ON
2026-03-04 14:24:12,39.51,0.0,55,42,ON
2026-03-04 14:24:14,39.41,0.0,55,45,ON
2026-03-04 14:24:16,39.3,0.0,55,44,ON
2026-03-04 14:24:18,39.36,0.0,55,44,ON
2026-03-04 14:24:20,39.41,0.0,55,44,ON
2026-03-04 14:24:22,39.25,0.0,55,45,ON
2026-03-04 14:24:24,39.41,0.0,55,43,ON
2026-03-04 14:24:26,39.46,0.0,55,44,ON
2026-03-04 14:24:28,39.46,0.0,55,44,ON
2026-03-04 14:24:30,39.28,0.0,55,45,ON
2026-03-04 14:24:32,39.36,0.0,55,43,ON
2026-03-04 14:24:34,39.38,0.0,55,44,ON
2026-03-04 14:24:36,39.46,0.0,55,43,ON
2026-03-04 14:24:38,39.22,0.0,55,46,ON
2026-03-04 14:24:40,39.46,0.0,55,42,ON
2026-03-04 14:24:42,39.41,0.0,55,45,ON
2026-03-04 14:24:44,39.49,0.0,55,43,ON
2026-03-04 14:24:46,39.46,0.0,55,45,ON
2026-03-04 14:24:48,39.46,0.0,55,44,ON
2026-03-04 14:24:50,39.46,0.0,55,44,ON
2026-03-04 14:24:52,39.28,0.0,55,46,ON
2026-03-04 14:24:54,39.38,0.0,55,43,ON
2026-03-04 14:24:56,39.41,0.0,55,45,ON
2026-03-04 14:24:58,39.38,0.0,56,44,ON
2026-03-04 14:25:00,39.51,0.0,56,43,ON
2026-03-04 14:25:02,39.36,0.0,56,46,ON
2026-03-04 14:25:04,39.36,0.0,56,44,ON
2026-03-04 14:25:06,39.41,0.0,56,44,ON
2026-03-04 14:25:08,39.51,0.0,56,43,ON
2026-03-04 14:25:10,39.49,0.0,56,44,ON
2026-03-04 14:25:12,39.38,0.0,56,45,ON
2026-03-04 14:25:14,39.41,0.0,56,44,ON
2026-03-04 14:25:16,39.57,0.0,56,43,ON
2026-03-04 14:25:18,39.49,0.0,56,45,ON
2026-03-04 14:25:20,39.33,0.0,56,45,ON
2026-03-04 14:25:22,39.51,0.0,56,43,ON
2026-03-04 14:25:24,39.46,0.0,56,45,ON
2026-03-04 14:25:26,39.49,0.0,56,44,ON
2026-03-04 14:25:28,39.46,0.0,56,45,ON
2026-03-04 14:25:30,39.49,0.0,56,44,ON
2026-03-04 14:25:32,39.43,0.0,56,45,ON
2026-03-04 14:25:34,39.46,0.0,56,44,ON
2026-03-04 14:25:36,39.46,0.0,56,45,ON
2026-03-04 14:25:38,39.41,0.0,56,45,ON
2026-03-04 14:25:40,39.51,0.0,56,44,ON
2026-03-04 14:25:42,39.33,0.0,56,46,ON
2026-03-04 14:25:44,39.46,0.0,56,43,ON
2026-03-04 14:25:46,39.41,0.0,56,45,ON
2026-03-04 14:25:48,39.51,0.0,56,43,ON
2026-03-04 14:25:50,39.41,0.0,56,46,ON
2026-03-04 14:25:52,39.51,0.0,57,43,ON
2026-03-04 14:25:54,39.43,0.0,57,45,ON
2026-03-04 14:25:56,39.46,0.0,57,44,ON
2026-03-04 14:25:58,39.46,0.0,57,45,ON
2026-03-04 14:26:00,39.43,0.0,57,45,ON
2026-03-04 14:26:02,39.43,0.0,57,45,ON
2026-03-04 14:26:04,39.36,0.0,57,45,ON
2026-03-04 14:26:06,39.46,0.0,57,44,ON
2026-03-04 14:26:08,39.43,0.0,57,45,ON
2026-03-04 14:26:10,39.38,0.0,57,45,ON
2026-03-04 14:26:12,39.38,0.0,57,45,ON
2026-03-04 14:26:14,39.36,0.0,57,45,ON
2026-03-04 14:26:16,39.51,0.0,57,44,ON
2026-03-04 14:26:18,39.3,0.0,57,47,ON
2026-03-04 14:26:20,39.41,0.0,57,44,ON
2026-03-04 14:26:22,39.49,0.0,57,45,ON
2026-03-04 14:26:24,39.43,0.0,57,45,ON
2026-03-04 14:26:26,39.3,0.0,57,46,ON
2026-03-04 14:26:28,39.36,0.0,57,45,ON
2026-03-04 14:26:30,39.38,0.0,57,45,ON
2026-03-04 14:26:32,39.43,0.0,57,45,ON
2026-03-04 14:26:34,39.49,0.0,57,45,ON
2026-03-04 14:26:36,39.28,0.0,57,47,ON
2026-03-04 14:26:38,39.41,0.0,57,44,ON
2026-03-04 14:26:40,39.46,0.0,57,45,ON
2026-03-04 14:26:42,39.43,0.0,57,45,ON
2026-03-04 14:26:44,39.38,0.0,58,45,ON
2026-03-04 14:26:46,39.41,0.0,58,45,ON
2026-03-04 14:26:48,39.49,0.0,58,45,ON
2026-03-04 14:26:50,39.33,0.0,58,46,ON
2026-03-04 14:26:52,39.49,0.0,58,44,ON
2026-03-04 14:26:54,39.33,0.0,58,47,ON
2026-03-04 14:26:56,39.46,0.0,58,44,ON
2026-03-04 14:26:58,39.46,0.0,58,46,ON
2026-03-04 14:27:00,39.49,0.0,58,44,ON
2026-03-04 14:27:02,39.41,0.0,58,46,ON
2026-03-04 14:27:04,39.41,0.0,58,45,ON
2026-03-04 14:27:06,39.38,0.0,58,46,ON
