timestamp,temperatura_C,vazao_L_min,cooler_%,resistencia
2026-03-04 13:53:56,39.81,0.0,20,31,ON
2026-03-04 13:53:58,39.81,0.0,20,31,ON
2026-03-04 13:54:00,39.73,0.0,20,32,ON
2026-03-04 13:54:02,39.73,0.0,20,31,ON
2026-03-04 13:54:04,39.81,0.0,20,31,ON
2026-03-04 13:54:06,39.89,0.0,21,30,ON
2026-03-04 13:54:08,39.78,0.0,21,32,ON
2026-03-04 13:54:10,39.67,0.0,21,32,ON
2026-03-04 13:54:12,39.81,0.0,21,30,ON
2026-03-04 13:54:14,39.78,0.0,21,31,ON
2026-03-04 13:54:16,39.81,0.0,21,31,ON
2026-03-04 13:54:18,39.78,0.0,21,31,ON
2026-03-04 13:54:20,39.83,0.0,21,30,ON
2026-03-04 13:54:22,39.7,0.0,21,32,ON
2026-03-04 13:54:24,39.86,0.0,21,30,ON
2026-03-04 13:54:26,39.81,0.0,21,32,ON
2026-03-04 13:54:28,39.81,0.0,21,31,ON
2026-03-04 13:54:30,39.86,0.0,21,31,ON
2026-03-04 13:54:32,39.78,0.0,21,31,ON
2026-03-04 13:54:34,39.94,0.0,21,30,ON
2026-03-04 13:54:36,39.83,0.0,21,32,ON
2026-03-04 13:54:38,39.83,0.0,21,30,ON
2026-03-04 13:54:40,39.83,0.0,21,31,ON
2026-03-04 13:54:42,39.81,0.0,21,31,ON
2026-03-04 13:54:44,39.89,0.0,21,30,ON
2026-03-04 13:54:46,39.89,0.0,21,31,ON
2026-03-04 13:54:48,39.81,0.0,21,31,ON
2026-03-04 13:54:50,39.86,0.0,21,30,ON
2026-03-04 13:54:52,39.94,0.0,21,30,ON
2026-03-04 13:54:54,39.89,0.0,21,31,ON
2026-03-04 13:54:56,39.86,0.0,21,31,ON
2026-03-04 13:54:58,39.81,0.0,22,31,ON
2026-03-04 13:55:00,39.89,0.0,22,30,ON
2026-03-04 13:55:02,39.83,0.0,22,31,ON
2026-03-04 13:55:04,39.89,0.0,22,30,ON
2026-03-04 13:55:06,39.86,0.0,22,31,ON
2026-03-04 13:55:08,39.86,0.0,22,31,ON
2026-03-04 13:55:10,39.86,0.0,22,31,ON
2026-03-04 13:55:12,39.86,0.0,22,31,ON
2026-03-04 13:55:14,39.86,0.0,22,31,ON
2026-03-04 13:55:16,39.83,0.0,22,31,ON
2026-03-04 13:55:18,39.78,0.0,22,31,ON
2026-03-04 13:55:20,39.83,0.0,22,31,ON
2026-03-04 13:55:22,39.83,0.0,22,31,ON
2026-03-04 13:55:24,39.86,0.0,22,31,ON
2026-03-04 13:55:26,39.78,0.0,22,32,ON
2026-03-04 13:55:28,39.81,0.0,22,31,ON
2026-03-04 13:55:30,39.83,0.0,22,31,ON
2026-03-04 13:55:32,39.83,0.0,22,31,ON
2026-03-04 13:55:34,39.86,0.0,22,31,ON
2026-03-04 13:55:36,39.7,0.0,22,32,ON
2026-03-04 13:55:38,39.86,0.0,22,30,ON
2026-03-04 13:55:40,39.86,0.0,22,31,ON
2026-03-04 13:55:42,39.7,0.0,22,32,ON
2026-03-04 13:55:44,39.86,0.0,22,30,ON
2026-03-04 13:55:46,39.78,0.0,22,32,ON
2026-03-04 13:55:48,39.81,0.0,22,31,ON
2026-03-04 13:55:50,39.86,0.0,22,31,ON
2026-03-04 13:55:52,39.83,0.0,23,31,ON
2026-03-04 13:55:54,39.73,0.0,23,32,ON
2026-03-04 13:55:56,39.86,0.0,23,30,ON
2026-03-04 13:55:58,39.86,0.0,23,31,ON
2026-03-04 13:56:00,39.73,0.0,23,32,ON
2026-03-04 13:56:02,39.78,0.0,23,31,ON
2026-03-04 13:56:04,39.54,0.0,23,34,ON
2026-03-04 13:56:06,39.78,0.0,23,30,ON
2026-03-04 13:56:08,39.81,0.0,23,32,ON
2026-03-04 13:56:10,39.78,0.0,23,31,ON
2026-03-04 13:56:12,39.81,0.0,23,31,ON
2026-03-04 13:56:14,39.78,0.0,23,31,ON
2026-03-04 13:56:16,39.73,0.0,23,32,ON
2026-03-04 13:56:18,39.86,0.0,23,30,ON
2026-03-04 13:56:20,39.67,0.0,23,33,ON
2026-03-04 13:56:22,39.7,0.0,23,31,ON
2026-03-04 13:56:24,39.81,0.0,23,31,ON
2026-03-04 13:56:26,39.67,0.0,23,32,ON
2026-03-04 13:56:28,39.62,0.0,23,32,ON
2026-03-04 13:56:30,39.86,0.0,23,30,ON
2026-03-04 13:56:32,39.81,0.0,23,32,ON
2026-03-04 13:56:34,39.7,0.0,23,32,ON
2026-03-04 13:56:36,39.73,0.0,23,31,ON
2026-03-04 13:56:38,39.67,0.0,23,32,ON
2026-03-04 13:56:40,39.73,0.0,23,31,ON
2026-03-04 13:56:42,39.78,0.0,23,31,ON
2026-03-04 13:56:44,39.59,0.0,24,33,ON
2026-03-04 13:56:46,39.7,0.0,24,31,ON
2026-03-04 13:56:48,39.54,0.0,24,34,ON
2026-03-04 13:56:50,39.59,0.0,24,31,ON
2026-03-04 13:56:52,39.78,0.0,24,31,ON
2026-03-04 13:56:54,39.75,0.0,24,32,ON
2026-03-04 13:56:56,39.7,0.0,24,32,ON
2026-03-04 13:56:58,39.65,0.0,24,32,ON
2026-03-04 13:57:00,39.41,0.0,24,34,ON
2026-03-04 13:57:02,39.78,0.0,24,29,ON
2026-03-04 13:57:04,39.57,0.0,24,34,ON
2026-03-04 13:57:06,39.7,0.0,24,30,ON
2026-03-04 13:57:08,39.54,0.0,24,34,ON
2026-03-04 13:57:10,39.59,0.0,24,31,ON
2026-03-04 13:57:12,39.59,0.0,24,33,ON
2026-03-04 13:57:14,39.67,0.0,24,31,ON
2026-03-04 13:57:16,39.62,0.0,24,33,ON
2026-03-04 13:57:18,39.57,0.0,24,32,ON
2026-03-04 13:57:20,39.62,0.0,24,32,ON
2026-03-04 13:57:22,39.73,0.0,24,31,ON
2026-03-04 13:57:24,39.75,0.0,24,32,ON
2026-03-04 13:57:26,39.49,0.0,24,34,ON
2026-03-04 13:57:28,39.59,0.0,24,31,ON
2026-03-04 13:57:30,39.62,0.0,24,33,ON
2026-03-04 13:57:32,39.67,0.0,24,32,ON
2026-03-04 13:57:34,39.57,0.0,24,33,ON
2026-03-04 13:57:36,39.59,0.0,24,32,ON
2026-03-04 13:57:38,39.62,0.0,25,32,ON
2026-03-04 13:57:40,39.73,0.0,25,31,ON
2026-03-04 13:57:42,39.54,0.0,25,34,ON
2026-03-04 13:57:44,39.57,0.0,25,32,ON
2026-03-04 13:57:46,39.59,0.0,25,33,ON
2026-03-04 13:57:48,39.59,0.0,25,32,ON
2026-03-04 13:57:50,39.59,0.0,25,33,ON
2026-03-04 13:57:52,39.59,0.0,25,32,ON
2026-03-04 13:57:54,39.51,0.0,25,33,ON
2026-03-04 13:57:56,39.59,0.0,25,32,ON
2026-03-04 13:57:58,39.57,0.0,25,33,ON
2026-03-04 13:58:00,39.43,0.0,25,34,ON
2026-03-04 13:58:02,39.7,0.0,25,31,ON
2026-03-04 13:58:04,39.46,0.0,25,35,ON
2026-03-04 13:58:06,39.7,0.0,25,30,ON
2026-03-04 13:58:08,39.51,0.0,25,35,ON
2026-03-04 13:58:10,39.73,0.0,25,30,ON
2026-03-04 13:58:12,39.51,0.0,25,35,ON
2026-03-04 13:58:14,39.59,0.0,25,31,ON
2026-03-04 13:58:16,39.57,0.0,25,34,ON
2026-03-04 13:58:18,39.67,0.0,25,31,ON
2026-03-04 13:58:20,39.57,0.0,25,34,ON
2026-03-04 13:58:22,39.54,0.0,25,33,ON
2026-03-04 13:58:24,39.67,0.0,25,32,ON
2026-03-04 13:58:26,39.57,0.0,25,33,ON
2026-03-04 13:58:28,39.67,0.0,25,32,ON
2026-03-04 13:58:30,39.57,0.0,26,34,ON
2026-03-04 13:58:32,39.73,0.0,26,31,ON
2026-03-04 13:58:34,39.57,0.0,26,34,ON
2026-03-04 13:58:36,39.62,0.0,26,32,ON
2026-03-04 13:58:38,39.67,0.0,26,33,ON
2026-03-04 13:58:40,39.54,0.0,26,33,ON
2026-03-04 13:58:42,39.59,0.0,26,32,ON
2026-03-04 13:58:44,39.57,0.0,26,33,ON
2026-03-04 13:58:46,39.7,0.0,26,32,ON
2026-03-04 13:58:48,39.67,0.0,26,33,ON
2026-03-04 13:58:50,39.73,0.0,26,32,ON
2026-03-04 13:58:52,39.46,0.0,26,35,ON
2026-03-04 13:58:54,39.7,0.0,26,31,ON
2026-03-04 13:58:56,39.59,0.0,26,34,ON
2026-03-04 13:58:58,39.49,0.0,26,33,ON
2026-03-04 13:59:00,39.73,0.0,26,31,ON
2026-03-04 13:59:02,39.67,0.0,26,33,ON
2026-03-04 13:59:04,39.67,0.0,26,32,ON
2026-03-04 13:59:06,39.62,0.0,26,33,ON
2026-03-04 13:59:08,39.57,0.0,26,33,ON
2026-03-04 13:59:10,39.62,0.0,26,33,ON
2026-03-04 13:59:12,39.46,0.0,26,34,ON
2026-03-04 13:59:14,39.54,0.0,26,32,ON
2026-03-04 13:59:16,39.57,0.0,26,33,ON
2026-03-04 13:59:18,39.62,0.0,26,32,ON
2026-03-04 13:59:20,39.59,0.0,26,33,ON
2026-03-04 13:59:22,39.59,0.0,26,33,ON
2026-03-04 13:59:24,39.67,0.0,27,32,ON
2026-03-04 13:59:26,39.62,0.0,27,33,ON
2026-03-04 13:59:28,39.65,0.0,27,32,ON
2026-03-04 13:59:30,39.57,0.0,27,34,ON
2026-03-04 13:59:32,39.65,0.0,27,32,ON
2026-03-04 13:59:34,39.62,0.0,27,33,ON
2026-03-04 13:59:36,39.57,0.0,27,33,ON
2026-03-04 13:59:38,39.54,0.0,27,33,ON
2026-03-04 13:59:40,39.7,0.0,27,32,ON
2026-03-04 13:59:42,39.59,0.0,27,34,ON
2026-03-04 13:59:44,39.57,0.0,27,33,ON
2026-03-04 13:59:46,39.57,0.0,27,33,ON
2026-03-04 13:59:48,39.46,0.0,27,34,ON
2026-03-04 13:59:50,39.51,0.0,27,33,ON
2026-03-04 13:59:52,39.62,0.0,27,33,ON
2026-03-04 13:59:54,39.57,0.0,27,34,ON
2026-03-04 13:59:56,39.57,0.0,27,33,ON
2026-03-04 13:59:58,39.59,0.0,27,33,ON
2026-03-04 14:00:00,39.49,0.0,27,34,ON
2026-03-04 14:00:02,39.59,0.0,27,32,ON
2026-03-04 14:00:04,39.57,0.0,27,34,ON
2026-03-04 14:00:06,39.46,0.0,27,34,ON
2026-03-04 14:00:08,39.57,0.0,27,33,ON
2026-03-04 14:00:10,39.67,0.0,27,33,ON
2026-03-04 14:00:12,39.57,0.0,27,34,ON
2026-03-04 14:00:14,39.59,0.0,27,33,ON
2026-03-04 14:00:16,39.54,0.0,28,34,ON
2026-03-04 14:00:18,39.57,0.0,28,33,ON
2026-03-04 14:00:20,39.43,0.0,28,35,ON
2026-03-04 14:00:22,39.62,0.0,28,32,ON
2026-03-04 14:00:24,39.43,0.0,28,35,ON
2026-03-04 14:00:26,39.51,0.0,28,33,ON
2026-03-04 14:00:28,39.46,0.0,28,35,ON
2026-03-04 14:00:30,39.59,0.0,28,32,ON
2026-03-04 14:00:32,39.57,0.0,28,34,ON
2026-03-04 14:00:34,39.3,0.0,28,35,ON
2026-03-04 14:00:36,39.51,0.0,28,32,ON
2026-03-04 14:00:38,39.62,0.0,28,34,ON
2026-03-04 14:00:40,39.57,0.0,28,34,ON
2026-03-04 14:00:42,39.59,0.0,28,33,ON
2026-03-04 14:00:44,39.43,0.0,28,35,ON
2026-03-04 14:00:46,39.46,0.0,28,33,ON
2026-03-04 14:00:48,39.43,0.0,28,35,ON
2026-03-04 14:00:50,39.46,0.0,28,34,ON
2026-03-04 14:00:52,39.51,0.0,28,34,ON
2026-03-04 14:00:54,39.49,0.0,28,34,ON
2026-03-04 14:00:56,39.54,0.0,28,33,ON
2026-03-04 14:00:58,39.7,0.0,28,33,ON
2026-03-04 14:01:00,39.51,0.0,28,35,ON
2026-03-04 14:01:02,39.49,0.0,28,34,ON
2026-03-04 14:01:04,39.54,0.0,28,34,ON
2026-03-04 14:01:06,39.51,0.0,28,34,ON
2026-03-04 14:01:08,39.46,0.0,28,34,ON
2026-03-04 14:01:10,39.51,0.0,29,34,ON
2026-03-04 14:01:12,39.46,0.0,29,35,ON
2026-03-04 14:01:14,39.51,0.0,29,34,ON
2026-03-04 14:01:16,39.67,0.0,29,33,ON
2026-03-04 14:01:18,39.62,0.0,29,34,ON
2026-03-04 14:01:20,39.57,0.0,29,34,ON
2026-03-04 14:01:22,39.59,0.0,29,34,ON
2026-03-04 14:01:24,39.51,0.0,29,34,ON
2026-03-04 14:01:26,39.49,0.0,29,34,ON
2026-03-04 14:01:28,39.57,0.0,29,34,ON
2026-03-04 14:01:30,39.46,0.0,29,35,ON
2026-03-04 14:01:32,39.46,0.0,29,34,ON
2026-03-04 14:01:34,39.49,0.0,29,34,ON
2026-03-04 14:01:36,39.54,0.0,29,34,ON
2026-03-04 14:01:38,39.38,0.0,29,36,ON
2026-03-04 14:01:40,39.46,0.0,29,34,ON
2026-03-04 14:01:42,39.51,0.0,29,34,ON
2026-03-04 14:01:44,39.62,0.0,29,33,ON
2026-03-04 14:01:46,39.51,0.0,29,35,ON
2026-03-04 14:01:48,39.49,0.0,29,34,ON
2026-03-04 14:01:50,39.54,0.0,29,34,ON
2026-03-04 14:01:52,39.59,0.0,29,34,ON
2026-03-04 14:01:54,39.59,0.0,29,34,ON
2026-03-04 14:01:56,39.59,0.0,29,34,ON
2026-03-04 14:01:58,39.54,0.0,29,34,ON
2026-03-04 14:02:00,39.59,0.0,29,34,ON
2026-03-04 14:02:02,39.49,0.0,30,35,ON
2026-03-04 14:02:04,39.57,0.0,30,33,ON
2026-03-04 14:02:06,39.7,0.0,30,33,ON
2026-03-04 14:02:08,39.57,0.0,30,35,ON
2026-03-04 14:02:10,39.49,0.0,30,34,ON
2026-03-04 14:02:12,39.51,0.0,30,34,ON
2026-03-04 14:02:14,39.59,0.0,30,34,ON
2026-03-04 14:02:16,39.51,0.0,30,35,ON
2026-03-04 14:02:18,39.57,0.0,30,34,ON
2026-03-04 14:02:20,39.62,0.0,30,34,ON
2026-03-04 14:02:22,39.57,0.0,30,34,ON
2026-03-04 14:02:24,39.43,0.0,30,35,ON
2026-03-04 14:02:26,39.57,0.0,30,33,ON
2026-03-04 14:02:28,39.46,0.0,30,36,ON
2026-03-04 14:02:30,39.62,0.0,30,33,ON
2026-03-04 14:02:32,39.51,0.0,30,36,ON
2026-03-04 14:02:34,39.43,0.0,30,35,ON
2026-03-04 14:02:36,39.62,0.0,30,33,ON
2026-03-04 14:02:38,39.57,0.0,30,35,ON
2026-03-04 14:02:40,39.51,0.0,30,34,ON
2026-03-04 14:02:42,39.49,0.0,30,35,ON
2026-03-04 14:02:44,39.59,0.0,30,34,ON
2026-03-04 14:02:46,39.46,0.0,30,36,ON
2026-03-04 14:02:48,39.59,0.0,30,33,ON
2026-03-04 14:02:50,39.67,0.0,30,34,ON
2026-03-04 14:02:52,39.51,0.0,30,35,ON
2026-03-04 14:02:54,39.62,0.0,31,33,ON
2026-03-04 14:02:56,39.54,0.0,31,35,ON
2026-03-04 14:02:58,39.51,0.0,31,34,ON
2026-03-04 14:03:00,39.57,0.0,31,34,ON
2026-03-04 14:03:02,39.57,0.0,31,35,ON
2026-03-04 14:03:04,39.49,0.0,31,35,ON
2026-03-04 14:03:06,39.7,0.0,31,33,ON
2026-03-04 14:03:08,39.7,0.0,31,35,ON
2026-03-04 14:03:10,39.62,0.0,31,34,ON
2026-03-04 14:03:12,39.51,0.0,31,35,ON
2026-03-04 14:03:14,39.57,0.0,31,34,ON
2026-03-04 14:03:16,39.7,0.0,31,34,ON
2026-03-04 14:03:18,39.59,0.0,31,35,ON
2026-03-04 14:03:20,39.78,0.0,31,33,ON
2026-03-04 14:03:22,39.67,0.0,31,35,ON
2026-03-04 14:03:24,39.57,0.0,31,35,ON
2026-03-04 14:03:26,39.67,0.0,31,34,ON
2026-03-04 14:03:28,39.54,0.0,31,36,ON
2026-03-04 14:03:30,39.67,0.0,31,33,ON
2026-03-04 14:03:32,39.59,0.0,31,35,ON
2026-03-04 14:03:34,39.7,0.0,31,33,ON
2026-03-04 14:03:36,39.43,0.0,31,37,ON
2026-03-04 14:03:38,39.67,0.0,31,32,ON
2026-03-04 14:03:40,39.62,0.0,31,36,ON
2026-03-04 14:03:42,39.41,0.0,31,36,ON
2026-03-04 14:03:44,39.57,0.0,31,34,ON
2026-03-04 14:03:46,39.43,0.0,31,36,ON
2026-03-04 14:03:48,39.54,0.0,32,34,ON
2026-03-04 14:03:50,39.57,0.0,32,35,ON
2026-03-04 14:03:52,39.49,0.0,32,35,ON
2026-03-04 14:03:54,39.67,0.0,32,33,ON
2026-03-04 14:03:56,39.59,0.0,32,35,ON
2026-03-04 14:03:58,39.59,0.0,32,34,ON
2026-03-04 14:04:00,39.62,0.0,32,35,ON
2026-03-04 14:04:02,39.51,0.0,32,35,ON
2026-03-04 14:04:04,39.59,0.0,32,34,ON
2026-03-04 14:04:06,39.59,0.0,32,35,ON
2026-03-04 14:04:08,39.54,0.0,32,35,ON
2026-03-04 14:04:10,39.59,0.0,32,34,ON
2026-03-04 14:04:12,39.51,0.0,32,36,ON
2026-03-04 14:04:14,39.57,0.0,32,34,ON
2026-03-04 14:04:16,39.46,0.0,32,36,ON
2026-03-04 14:04:18,39.51,0.0,32,34,ON
2026-03-04 14:04:20,39.54,0.0,32,35,ON
2026-03-04 14:04:22,39.7,0.0,32,34,ON
2026-03-04 14:04:24,39.57,0.0,32,36,ON
2026-03-04 14:04:26,39.59,0.0,32,34,ON
2026-03-04 14:04:28,39.51,0.0,32,36,ON
2026-03-04 14:04:30,39.43,0.0,32,36,ON
2026-03-04 14:04:32,39.51,0.0,32,35,ON
2026-03-04 14:04:34,39.49,0.0,32,36,ON
2026-03-04 14:04:36,39.59,0.0,32,34,ON
2026-03-04 14:04:38,39.41,0.0,32,37,ON
2026-03-04 14:04:40,39.49,0.0,33,34,ON
2026-03-04 14:04:42,39.59,0.0,33,35,ON
2026-03-04 14:04:44,39.49,0.0,33,36,ON
2026-03-04 14:04:46,39.59,0.0,33,34,ON
2026-03-04 14:04:48,39.67,0.0,33,35,ON
2026-03-04 14:04:50,39.49,0.0,33,36,ON
2026-03-04 14:04:52,39.43,0.0,33,35,ON
2026-03-04 14:04:54,39.41,0.0,33,36,ON
2026-03-04 14:04:56,39.46,0.0,33,35,ON
2026-03-04 14:04:58,39.62,0.0,33,34,ON
2026-03-04 14:05:00,39.51,0.0,33,36,ON
2026-03-04 14:05:02,39.51,0.0,33,35,ON
2026-03-04 14:05:04,39.33,0.0,33,37,ON
2026-03-04 14:05:06,39.54,0.0,33,34,ON
2026-03-04 14:05:08,39.59,0.0,33,36,ON
2026-03-04 14:05:10,39.49,0.0,33,36,ON
2026-03-04 14:05:12,39.51,0.0,33,35,ON
2026-03-04 14:05:14,39.67,0.0,33,34,ON
2026-03-04 14:05:16,39.62,0.0,33,36,ON
2026-03-04 14:05:18,39.54,0.0,33,35,ON
2026-03-04 14:05:20,39.62,0.0,33,35,ON
2026-03-04 14:05:22,39.46,0.0,33,37,ON
2026-03-04 14:05:24,39.46,0.0,33,35,ON
2026-03-04 14:05:26,39.49,0.0,33,36,ON
2026-03-04 14:05:28,39.49,0.0,33,36,ON
2026-03-04 14:05:30,39.62,0.0,33,35,ON
2026-03-04 14:05:32,39.59,0.0,33,36,ON
2026-03-04 14:05:34,39.36,0.0,34,37,ON
2026-03-04 14:05:36,39.49,0.0,34,35,ON
2026-03-04 14:05:38,39.51,0.0,34,36,ON
2026-03-04 14:05:40,39.57,0.0,34,35,ON
2026-03-04 14:05:42,39.51,0.0,34,36,ON
2026-03-04 14:05:44,39.43,0.0,34,36,ON
2026-03-04 14:05:46,39.41,0.0,34,36,ON
2026-03-04 14:05:48,39.46,0.0,34,36,ON
2026-03-04 14:05:50,39.49,0.0,34,36,ON
2026-03-04 14:05:52,39.59,0.0,34,35,ON
2026-03-04 14:05:54,39.43,0.0,34,37,ON
2026-03-04 14:05:56,39.59,0.0,34,34,ON
2026-03-04 14:05:58,39.62,0.0,34,36,ON
2026-03-04 14:06:00,39.57,0.0,34,36,ON
2026-03-04 14:06:02,39.51,0.0,34,36,ON
2026-03-04 14:06:04,39.62,0.0,34,35,ON
2026-03-04 14:06:06,39.49,0.0,34,37,ON
2026-03-04 14:06:08,39.57,0.0,34,35,ON
2026-03-04 14:06:10,39.67,0.0,34,35,ON
2026-03-04 14:06:12,39.51,0.0,34,37,ON
2026-03-04 14:06:14,39.57,0.0,34,35,ON
2026-03-04 14:06:16,39.51,0.0,34,36,ON
2026-03-04 14:06:18,39.57,0.0,34,35,ON
2026-03-04 14:06:20,39.25,0.0,34,39,ON
2026-03-04 14:06:22,39.54,0.0,34,34,ON
2026-03-04 14:06:24,39.59,0.0,34,36,ON
2026-03-04 14:06:26,39.41,0.0,35,37,ON
2026-03-04 14:06:28,39.57,0.0,35,35,ON
2026-03-04 14:06:30,39.41,0.0,35,38,ON
2026-03-04 14:06:32,39.59,0.0,35,34,ON
2026-03-04 14:06:34,39.41,0.0,35,38,ON
2026-03-04 14:06:36,39.62,0.0,35,34,ON
2026-03-04 14:06:38,39.46,0.0,35,38,ON
2026-03-04 14:06:40,39.46,0.0,35,35,ON
2026-03-04 14:06:42,39.57,0.0,35,36,ON
2026-03-04 14:06:44,39.46,0.0,35,37,ON
2026-03-04 14:06:46,39.51,0.0,35,36,ON
2026-03-04 14:06:48,39.49,0.0,35,37,ON
2026-03-04 14:06:50,39.46,0.0,35,36,ON
2026-03-04 14:06:52,39.49,0.0,35,36,ON
2026-03-04 14:06:54,39.49,0.0,35,36,ON
2026-03-04 14:06:56,39.46,0.0,35,36,ON
2026-03-04 14:06:58,39.46,0.0,35,36,ON
2026-03-04 14:07:00,39.59,0.0,35,35,ON
2026-03-04 14:07:02,39.57,0.0,35,36,ON
2026-03-04 14:07:04,39.49,0.0,35,36,ON
2026-03-04 14:07:06,39.59,0.0,35,35,ON
2026-03-04 14:07:08,39.59,0.0,35,36,ON
2026-03-04 14:07:10,39.46,0.0,35,37,ON
2026-03-04 14:07:12,39.57,0.0,35,35,ON
2026-03-04 14:07:14,39.57,0.0,35,36,ON
2026-03-04 14:07:16,39.41,0.0,35,37,ON
2026-03-04 14:07:18,39.57,0.0,35,35,ON
2026-03-04 14:07:20,39.49,0.0,36,37,ON
2026-03-04 14:07:22,39.49,0.0,36,36,ON
2026-03-04 14:07:24,39.59,0.0,36,36,ON
2026-03-04 14:07:26,39.59,0.0,36,36,ON
2026-03-04 14:07:28,39.51,0.0,36,37,ON
2026-03-04 14:07:30,39.57,0.0,36,36,ON
2026-03-04 14:07:32,39.51,0.0,36,37,ON
2026-03-04 14:07:34,39.49,0.0,36,36,ON
2026-03-04 14:07:36,39.41,0.0,36,37,ON
2026-03-04 14:07:38,39.51,0.0,36,36,ON
2026-03-04 14:07:40,39.46,0.0,36,37,ON
2026-03-04 14:07:42,39.38,0.0,36,37,ON
2026-03-04 14:07:44,39.54,0.0,36,36,ON
2026-03-04 14:07:46,39.41,0.0,36,38,ON
2026-03-04 14:07:48,39.46,0.0,36,36,ON
2026-03-04 14:07:50,39.43,0.0,36,37,ON
2026-03-04 14:07:52,39.54,0.0,36,36,ON
2026-03-04 14:07:54,39.62,0.0,36,36,ON
2026-03-04 14:07:56,39.49,0.0,36,37,ON
2026-03-04 14:07:58,39.57,0.0,36,36,ON
2026-03-04 14:08:00,39.46,0.0,36,38,ON
2026-03-04 14:08:02,39.51,0.0,36,36,ON
2026-03-04 14:08:04,39.41,0.0,36,38,ON
2026-03-04 14:08:06,39.38,0.0,36,37,ON
2026-03-04 14:08:08,39.51,0.0,36,36,ON
2026-03-04 14:08:10,39.43,0.0,36,38,ON
2026-03-04 14:08:12,39.41,0.0,37,37,ON
2026-03-04 14:08:14,39.43,0.0,37,37,ON
2026-03-04 14:08:16,39.57,0.0,37,36,ON
2026-03-04 14:08:18,39.51,0.0,37,37,ON
2026-03-04 14:08:20,39.51,0.0,37,36,ON
2026-03-04 14:08:22,39.43,0.0,37,38,ON
2026-03-04 14:08:24,39.51,0.0,37,36,ON
2026-03-04 14:08:26,39.57,0.0,37,37,ON
2026-03-04 14:08:28,39.41,0.0,37,38,ON
2026-03-04 14:08:30,39.49,0.0,37,36,ON
2026-03-04 14:08:32,39.57,0.0,37,37,ON
2026-03-04 14:08:34,39.51,0.0,37,37,ON
2026-03-04 14:08:36,39.49,0.0,37,37,ON
2026-03-04 14:08:38,39.54,0.0,37,36,ON
2026-03-04 14:08:40,39.54,0.0,37,37,ON
2026-03-04 14:08:42,39.46,0.0,37,37,ON
2026-03-04 14:08:44,39.49,0.0,37,37,ON
2026-03-04 14:08:46,39.46,0.0,37,37,ON
2026-03-04 14:08:48,39.57,0.0,37,36,ON
2026-03-04 14:08:50,39.49,0.0,37,38,ON
2026-03-04 14:08:52,39.43,0.0,37,37,ON
2026-03-04 14:08:54,39.46,0.0,37,37,ON
2026-03-04 14:08:56,39.51,0.0,37,37,ON
2026-03-04 14:08:58,39.51,0.0,37,37,ON
2026-03-04 14:09:00,39.54,0.0,37,37,ON
2026-03-04 14:09:02,39.57,0.0,37,37,ON
2026-03-04 14:09:04,39.36,0.0,37,39,ON
2026-03-04 14:09:06,39.46,0.0,38,36,ON
2026-03-04 14:09:08,39.46,0.0,38,38,ON
2026-03-04 14:09:10,39.46,0.0,38,37,ON
2026-03-04 14:09:12,39.49,0.0,38,37,ON
2026-03-04 14:09:14,39.62,0.0,38,36,ON
2026-03-04 14:09:16,39.57,0.0,38,37,ON
2026-03-04 14:09:18,39.49,0.0,38,37,ON
2026-03-04 14:09:20,39.49,0.0,38,37,ON
2026-03-04 14:09:22,39.67,0.0,38,36,ON
2026-03-04 14:09:24,39.57,0.0,38,38,ON
2026-03-04 14:09:26,39.54,0.0,38,37,ON
2026-03-04 14:09:28,39.38,0.0,38,39,ON
2026-03-04 14:09:30,39.59,0.0,38,35,ON
2026-03-04 14:09:32,39.46,0.0,38,39,ON
2026-03-04 14:09:34,39.46,0.0,38,37,ON
2026-03-04 14:09:36,39.49,0.0,38,38,ON
2026-03-04 14:09:38,39.46,0.0,38,37,ON
2026-03-04 14:09:40,39.41,0.0,38,38,ON
2026-03-04 14:09:42,39.41,0.0,38,38,ON
2026-03-04 14:09:44,39.59,0.0,38,36,ON
2026-03-04 14:09:46,39.51,0.0,38,38,ON
2026-03-04 14:09:48,39.49,0.0,38,37,ON
2026-03-04 14:09:50,39.57,0.0,38,37,ON
2026-03-04 14:09:52,39.57,0.0,38,37,ON
2026-03-04 14:09:54,39.43,0.0,38,38,ON
2026-03-04 14:09:56,39.57,0.0,38,36,ON
2026-03-04 14:09:58,39.49,0.0,39,38,ON
2026-03-04 14:10:00,39.38,0.0,39,38,ON
2026-03-04 14:10:02,39.51,0.0,39,37,ON
2026-03-04 14:10:04,39.62,0.0,39,37,ON
2026-03-04 14:10:06,39.7,0.0,39,36,ON
2026-03-04 14:10:08,39.62,0.0,39,38,ON
2026-03-04 14:10:10,39.54,0.0,39,37,ON
2026-03-04 14:10:12,39.49,0.0,39,38,ON
2026-03-04 14:10:14,39.49,0.0,39,37,ON
2026-03-04 14:10:16,39.51,0.0,39,37,ON
2026-03-04 14:10:18,39.46,0.0,39,38,ON
2026-03-04 14:10:20,39.59,0.0,39,36,ON
2026-03-04 14:10:22,39.51,0.0,39,38,ON
2026-03-04 14:10:24,39.62,0.0,39,36,ON
2026-03-04 14:10:26,39.59,0.0,39,38,ON
2026-03-04 14:10:28,39.54,0.0,39,37,ON
2026-03-04 14:10:30,39.46,0.0,39,38,ON
