t_ms,vazao_Lmin,fase
191600,15.3333,DEGRAU
191800,16.6667,DEGRAU
192000,16.6667,DEGRAU
192200,16.0,DEGRAU
192400,18.0,DEGRAU
192600,18.0,DEGRAU
192800,16.0,DEGRAU
193000,15.3333,DEGRAU
193200,14.6667,DEGRAU
193400,17.3333,DEGRAU
193600,18.0,DEGRAU
193800,16.0,DEGRAU
194000,16.6667,DEGRAU
194200,17.3333,DEGRAU
194400,16.0,DEGRAU
194600,16.6667,DEGRAU
194800,16.0,DEGRAU
195000,14.6667,DEGRAU
195200,14.0,DEGRAU
195400,15.3333,DEGRAU
195600,17.3333,DEGRAU
195800,16.0,DEGRAU
196000,13.3333,DEGRAU
196200,15.3333,DEGRAU
196400,14.0,DEGRAU
196600,16.0,DEGRAU
196800,17.3333,DEGRAU
197000,16.6667,DEGRAU
197200,17.3333,DEGRAU
197400,15.3333,DEGRAU
197600,18.0,DEGRAU
197800,18.6667,DEGRAU
198000,18.0,DEGRAU
198200,16.0,DEGRAU
198400,16.0,DEGRAU
198600,16.0,DEGRAU
198800,17.3333,DEGRAU
199000,14.6667,DEGRAU
199200,19.3333,DEGRAU
199400,16.6667,DEGRAU
199600,16.0,DEGRAU
199800,17.3333,DEGRAU
200000,17.3333,DEGRAU
200200,17.3333,DEGRAU
200400,16.0,DEGRAU
200600,17.3333,DEGRAU
200800,15.3333,DEGRAU
201000,17.3333,DEGRAU
201200,17.3333,DEGRAU
201400,16.6667,DEGRAU
201600,16.6667,DEGRAU
201800,16.0,DEGRAU
202000,15.3333,DEGRAU
202200,16.0,DEGRAU
202400,15.3333,DEGRAU
202600,16.0,DEGRAU
202800,16.6667,DEGRAU
203000,15.3333,DEGRAU
203200,17.3333,DEGRAU
203400,16.0,DEGRAU
203600,17.3333,DEGRAU
203800,14.6667,DEGRAU
204000,14.0,DEGRAU
204200,15.3333,DEGRAU
204400,14.6667,DEGRAU
204600,16.0,DEGRAU
